5900, -0.20, 0.05, 10.01, -39.00, 6.62, -58.81, -0.06, 0.00, 0.25
6000, -0.21, 0.05, 10.03, -38.69, 5.50, -60.38, -0.06, 0.00, 0.00
6100, -0.18, 0.02, 10.03, -36.81, 5.50, -60.75, 0.06, 0.00, 0.06
6200, -0.18, 0.02, 10.04, -37.56, 6.25, -58.81, 0.00, 0.00, 0.19
6300, -0.19, 0.03, 10.05, -37.19, 5.87, -59.56, 0.06, 0.06, 0.13
6400, -0.19, 0.05, 10.04, -37.19, 5.50, -58.81, 0.00, 0.06, 0.00
6500, -0.18, 0.03, 10.09, -39.38, 5.87, -58.81, 0.13, 0.25, -0.06
6600, -0.20, 0.03, 10.04, -39.00, 5.12, -59.56, 0.06, 0.06, 0.19
6700, -0.19, 0.04, 10.04, -37.19, 5.12, -59.56, 0.00, 0.00, 0.06
6800, -0.18, 0.04, 10.06, -37.94, 5.87, -59.56, 0.00, 0.13, 0.19
6900, -0.18, 0.04, 10.07, -38.31, 4.37, -58.81, 0.06, 0.13, 0.00
7000, -0.18, 0.02, 10.03, -40.13, 5.50, -59.56, 0.06, 0.25, 0.00
7100, -0.18, 0.05, 10.05, -38.31, 5.50, -60.38, 0.00, 0.25, -0.13
7200, -0.20, 0.04, 10.06, -39.38, 4.75, -58.44, 0.00, 0.00, 0.19
7300, -0.21, 0.03, 10.06, -39.75, 6.25, -60.38, 0.00, -0.06, 0.00
7400, -0.21, 0.05, 10.04, -39.00, 5.87, -59.19, -0.06, 0.00, 0.06
7500, -0.21, 0.03, 10.07, -39.75, 5.12, -59.56, 0.00, 0.13, 0.06
7600, -0.20, 0.04, 10.06, -37.56, 6.25, -59.19, -0.13, 0.13, 0.00
7700, -0.19, 0.06, 10.06, -39.06, 6.25, -59.63, 0.00, 0.13, 0.13
7800, -0.19, 0.02, 10.08, -38.31, 6.25, -59.19, -0.13, -0.06, 0.06
7900, -0.18, 0.04, 10.04, -38.69, 6.25, -58.81, 0.06, 0.00, 0.13
8000, -0.20, 0.06, 10.07, -36.81, 5.12, -59.63, 0.00, 0.06, 0.06
8100, -0.20, 0.03, 10.08, -38.31, 6.62, -57.63, -0.06, 0.13, 0.19
8200, -0.21, 0.03, 10.09, -39.38, 5.87, -57.63, -0.06, 0.00, 0.19
8300, -0.18, 0.05, 10.10, -37.56, 5.12, -58.00, 0.06, -0.06, 0.13
8400, -0.20, 0.06, 10.07, -39.75, 5.87, -59.25, -0.06, 0.19, 0.06
8500, -0.20, 0.04, 10.07, -37.56, 6.25, -58.38, -0.13, 0.19, 0.13
8600, -0.19, 0.04, 10.06, -37.56, 5.12, -58.81, 0.00, 0.19, 0.13
8700, -0.18, 0.03, 10.07, -38.31, 6.62, -58.38, 0.06, 0.13, -0.06
8800, -0.21, 0.04, 10.07, -39.06, 5.87, -59.19, -0.06, 0.19, 0.00
8900, -0.19, 0.03, 10.09, -38.69, 6.25, -59.94, -0.06, 0.06, 0.13
9000, -0.18, 0.03, 10.07, -39.00, 5.12, -59.56, -0.13, 0.19, 0.13
9100, -0.19, 0.04, 10.10, -39.00, 5.87, -59.19, -0.06, 0.13, 0.06
9200, -0.18, 0.04, 10.11, -37.19, 6.25, -58.81, 0.06, -0.25, 0.13
9300, -0.20, 0.04, 10.10, -37.94, 6.25, -56.88, 0.06, 0.13, 0.19
9400, -0.19, 0.05, 10.09, -37.56, 6.25, -60.00, -0.06, 0.13, 0.00
9500, -0.20, 0.05, 10.10, -37.19, 5.50, -59.56, -0.13, 0.06, 0.06
9600, -0.19, 0.03, 10.11, -39.00, 5.50, -59.19, -0.06, -0.19, 0.13
9700, -0.19, 0.07, 10.07, -37.94, 5.87, -58.44, 0.06, 0.31, 0.13
9800, -0.20, 0.03, 10.10, -38.31, 5.50, -59.19, 0.00, 0.13, 0.06
9900, -0.18, 0.06, 10.10, -37.94, 6.25, -58.81, 0.00, -0.19, 0.06
10000, -0.20, 0.04, 10.08, -39.06, 5.87, -59.19, 0.00, 0.25, 0.00
10100, -0.20, 0.04, 10.09, -37.56, 5.87, -58.81, 0.13, 0.31, 0.00
10200, -0.18, 0.04, 10.09, -38.31, 5.87, -59.56, 0.06, 0.19, 0.00
10300, -0.17, 0.03, 10.08, -40.88, 7.00, -59.56, -0.06, 0.06, 0.13
10400, -0.19, 0.03, 10.09, -37.94, 6.62, -59.19, 0.00, 0.00, 0.06
10500, -0.19, 0.04, 10.08, -37.56, 5.12, -59.63, -0.06, -0.06, 0.13
10600, -0.20, 0.05, 10.09, -39.38, 6.62, -60.00, 0.13, 0.06, 0.06
10700, -0.20, 0.00, 10.09, -40.13, 5.87, -59.19, 0.00, 0.25, 0.06
10800, -0.21, 0.05, 10.11, -39.06, 5.12, -58.81, 0.00, 0.06, -0.06
10900, -0.20, 0.05, 10.07, -38.69, 5.87, -59.63, 0.06, -0.13, 0.13
11000, -0.17, 0.04, 10.10, -37.19, 6.25, -59.19, 0.06, 0.19, 0.13
11100, -0.20, 0.05, 10.08, -39.06, 6.25, -59.56, 0.00, 0.06, 0.06
11200, -0.21, 0.08, 10.10, -39.38, 6.62, -59.63, 0.06, 0.44, 0.06
11300, -0.18, 0.03, 10.11, -37.94, 5.50, -58.81, -0.19, 0.25, 0.00
11400, -0.18, 0.03, 10.09, -39.75, 6.25, -59.19, -0.06, 0.19, 0.06
11500, -0.20, 0.02, 10.09, -39.38, 5.87, -58.81, 0.13, 0.13, 0.13
11600, -0.17, 0.07, 10.08, -38.69, 5.87, -59.63, 0.13, 0.06, -0.06
11700, -0.20, 0.05, 10.11, -37.56, 6.25, -59.19, 0.00, 0.25, 0.13
11800, -0.20, 0.05, 10.08, -38.69, 5.87, -58.06, 0.06, 0.19, 0.06
11900, -0.20, 0.04, 10.09, -39.00, 5.87, -58.81, 0.00, 0.19, 0.06
12000, -0.19, 0.04, 10.10, -39.00, 5.50, -58.81, -0.13, -0.06, 0.00
12100, -0.19, 0.02, 10.11, -37.94, 5.87, -58.44, 0.00, -0.06, 0.06
12200, -0.19, 0.02, 10.11, -38.31, 5.50, -58.44, 0.06, 0.06, 0.00
12300, -0.19, 0.04, 10.10, -38.69, 6.62, -59.19, 0.00, 0.06, 0.13
12400, -0.19, 0.03, 10.07, -37.19, 7.00, -58.38, -0.19, 0.13, 0.06
12500, -0.19, 0.02, 10.10, -39.06, 6.25, -58.81, -0.06, 0.19, 0.06
12600, -0.20, 0.03, 10.08, -38.31, 6.62, -58.44, -0.06, 0.13, 0.06
12700, -0.19, 0.04, 10.09, -38.31, 6.62, -58.00, 0.00, -0.13, 0.13
12800, -0.18, 0.05, 10.10, -38.31, 7.00, -57.63, 0.06, 0.00, 0.00
12900, -0.19, 0.06, 10.10, -37.56, 5.12, -58.00, 0.06, -0.13, 0.25
13000, -0.21, 0.01, 10.09, -38.31, 5.50, -58.00, -0.06, 0.25, 0.06
13100, -0.21, 0.03, 10.08, -40.88, 7.31, -58.38, -0.06, -0.13, 0.06
13200, -0.20, 0.04, 10.06, -37.94, 6.25, -58.00, -0.06, 0.13, 0.06
13300, -0.21, 0.03, 10.09, -38.31, 6.25, -58.44, 0.00, 0.00, 0.00
13400, -0.19, 0.05, 10.11, -38.31, 5.12, -59.19, 0.00, 0.13, 0.13
13500, -0.18, 0.03, 10.11, -39.06, 6.62, -58.44, 0.00, 0.31, 0.00
13600, -0.20, 0.05, 10.06, -38.31, 6.62, -59.56, -0.13, 0.13, 0.00
13700, -0.20, 0.03, 10.08, -37.56, 5.50, -58.00, -0.13, 0.25, 0.06
13800, -0.19, 0.05, 10.09, -38.69, 5.87, -59.19, 0.00, 0.00, 0.06
13900, -0.20, 0.01, 10.06, -38.69, 4.37, -58.44, 0.00, 0.06, 0.13
14000, -0.18, 0.05, 10.09, -38.69, 6.62, -59.19, -0.06, 0.06, 0.00
14100, -0.18, 0.04, 10.08, -37.56, 4.37, -59.63, 0.00, 0.13, 0.00
14200, -0.19, 0.04, 10.04, -39.06, 6.25, -59.19, 0.06, 0.25, 0.19
14300, -0.20, 0.04, 10.00, -37.19, 6.25, -58.44, -0.06, 0.25, 0.06
14400, -0.20, 0.04, 10.07, -36.81, 5.50, -58.81, -0.06, 0.19, 0.06
14500, -0.20, 0.04, 10.02, -37.19, 6.62, -58.44, -0.19, 0.19, 0.06
14600, -0.17, 0.04, 10.00, -38.31, 5.12, -59.19, 0.06, 0.06, 0.06
14700, -0.19, 0.05, 10.04, -38.69, 5.87, -58.81, 0.00, 0.00, 0.06
14800, -0.20, 0.05, 10.02, -37.56, 6.25, -59.19, 0.00, 0.19, 0.06
14900, -0.18, 0.05, 9.97, -38.69, 5.12, -58.81, -0.13, 0.00, 0.00
15000, -0.20, 0.04, 10.00, -38.69, 5.50, -59.19, 0.00, 0.06, -0.06
15100, -0.18, 0.04, 10.03, -39.06, 5.87, -58.44, -0.06, 0.25, 0.00
15200, -0.19, 0.04, 10.00, -36.81, 7.31, -58.81, 0.00, 0.19, 0.06
15300, -0.19, 0.03, 9.98, -37.56, 5.50, -58.81, -0.06, 0.00, 0.13
15400, -0.20, 0.05, 10.01, -39.00, 6.25, -58.81, 0.00, 0.19, 0.06
15500, -0.19, 0.04, 10.00, -39.38, 5.87, -59.19, -0.06, 0.13, 0.13
15600, -0.18, 0.04, 10.00, -38.69, 5.50, -59.19, 0.00, 0.06, 0.00
15700, -0.20, 0.03, 10.01, -37.56, 5.87, -59.56, 0.00, 0.06, 0.06
15800, -0.19, 0.05, 10.04, -38.69, 5.87, -58.81, -0.13, 0.06, 0.00
15900, -0.20, 0.04, 10.03, -37.56, 5.50, -58.81, -0.06, 0.13, 0.25
16000, -0.19, 0.03, 10.02, -37.56, 5.50, -58.44, -0.13, 0.06, -0.06
16100, -0.19, 0.04, 10.05, -38.31, 6.25, -58.38, 0.00, 0.31, 0.13
16200, -0.18, 0.03, 10.05, -39.38, 5.12, -59.19, 0.00, 0.00, 0.06
16300, -0.19, 0.03, 10.04, -38.31, 6.25, -58.38, 0.00, 0.00, 0.06
16400, -0.20, 0.04, 10.04, -38.31, 5.87, -58.38, -0.06, 0.25, 0.13
16500, -0.20, 0.02, 10.05, -37.94, 5.87, -58.81, -0.06, -0.06, 0.13
16600, -0.19, 0.04, 10.06, -39.75, 6.25, -59.19, -0.06, 0.06, 0.06
16700, -0.19, 0.02, 10.01, -38.69, 5.87, -58.81, 0.00, 0.06, 0.19
16800, -0.20, 0.05, 10.07, -37.56, 6.25, -59.19, 0.13, 0.06, 0.06
16900, -0.19, 0.04, 10.06, -37.56, 6.25, -58.81, -0.06, -0.19, 0.13
17000, -0.20, 0.02, 10.07, -39.06, 5.12, -58.06, 0.00, 0.06, 0.06
17100, -0.21, 0.04, 10.05, -39.75, 5.12, -59.19, -0.06, 0.25, 0.13
17200, -0.19, 0.02, 10.06, -38.31, 5.50, -59.19, -0.06, 0.19, 0.00
17300, -0.18, 0.03, 10.04, -39.38, 5.50, -58.44, 0.06, 0.06, 0.00
17400, -0.18, 0.04, 10.08, -38.69, 6.62, -59.56, 0.13, 0.37, 0.06
17500, -0.19, 0.05, 10.07, -37.56, 5.50, -58.81, -0.06, -0.06, 0.06
17600, -0.20, 0.04, 10.07, -37.56, 5.87, -59.19, 0.06, 0.00, 0.06
17700, -0.19, 0.05, 10.10, -37.94, 7.31, -58.81, 0.06, 0.19, 0.06
17800, -0.21, 0.04, 10.07, -38.69, 6.25, -58.81, 0.00, 0.25, 0.00
17900, -0.21, 0.05, 10.05, -38.31, 5.12, -58.00, -0.13, -0.13, 0.06
18000, -0.21, 0.06, 10.09, -39.38, 7.31, -58.44, 0.00, 0.00, 0.13
18100, -0.20, 0.03, 10.07, -38.31, 5.50, -59.19, -0.06, 0.13, 0.06
18200, -0.18, 0.03, 10.06, -38.69, 5.50, -59.94, 0.00, 0.06, 0.00
18300, -0.19, 0.04, 10.04, -37.56, 6.25, -59.25, -0.06, 0.06, 0.13
18400, -0.19, 0.03, 10.06, -37.19, 5.12, -58.81, 0.06, -0.13, 0.25
18500, -0.20, 0.05, 10.07, -38.69, 5.87, -58.44, 0.00, 0.31, -0.06
18600, -0.19, 0.02, 10.05, -39.75, 5.50, -58.81, 0.06, 0.00, 0.06
18700, -0.20, 0.04, 10.07, -39.75, 5.50, -58.81, -0.13, 0.13, 0.06
18800, -0.19, 0.02, 10.10, -37.94, 6.25, -59.19, -0.06, 0.06, 0.13
18900, -0.20, 0.03, 10.08, -39.75, 6.25, -60.38, -0.13, 0.06, 0.06
19000, -0.18, 0.04, 10.09, -38.69, 5.12, -59.19, 0.13, 0.25, 0.06
19100, -0.20, 0.05, 10.08, -39.00, 5.50, -60.38, -0.06, 0.25, -0.06
19200, -0.19, 0.02, 10.07, -38.31, 5.87, -58.44, 0.00, 0.06, 0.06
19300, -0.20, 0.02, 10.09, -36.81, 6.25, -60.38, -0.06, 0.25, 0.00
19400, -0.19, 0.03, 10.10, -37.94, 4.75, -58.81, 0.00, 0.13, 0.06
19500, -0.20, 0.05, 10.08, -40.13, 6.25, -58.44, 0.00, -0.13, 0.00
19600, -0.21, 0.05, 10.08, -39.06, 5.12, -58.44, 0.06, -0.13, 0.06
19700, -0.20, 0.04, 10.09, -37.94, 6.62, -60.38, 0.00, 0.25, 0.06
19800, -0.19, 0.02, 10.09, -37.19, 5.87, -57.63, -0.06, 0.06, 0.06
19900, -0.19, 0.05, 10.07, -39.06, 5.12, -58.44, 0.00, 0.00, 0.13
20000, -0.20, 0.03, 10.08, -38.69, 6.62, -59.19, -0.06, 0.25, 0.00
20100, -0.20, 0.04, 10.06, -37.94, 6.25, -59.19, -0.13, 0.06, 0.19
20200, -0.19, 0.04, 10.08, -37.56, 5.87, -58.00, -0.13, 0.13, -0.06
20300, -0.18, 0.03, 10.09, -39.38, 6.62, -59.19, -0.06, 0.13, 0.00
20400, -0.19, 0.03, 10.12, -39.38, 5.87, -59.19, 0.00, -0.19, 0.13
20500, -0.20, 0.05, 10.07, -37.56, 5.87, -59.19, 0.00, 0.06, 0.00
20600, -0.19, 0.04, 10.10, -39.38, 6.25, -59.56, 0.06, 0.37, 0.06
20700, -0.20, 0.04, 10.07, -37.56, 7.31, -59.19, -0.06, 0.25, 0.13
20800, -0.20, 0.03, 10.10, -39.06, 5.87, -58.00, 0.00, 0.44, 0.00
20900, -0.18, 0.03, 10.09, -39.38, 5.50, -60.00, 0.00, 0.00, 0.13
21000, -0.19, 0.03, 10.10, -40.13, 6.62, -58.81, 0.00, 0.31, 0.06
21100, -0.18, 0.05, 10.09, -37.56, 6.25, -59.19, 0.06, 0.00, 0.06
21200, -0.19, 0.04, 10.08, -39.38, 5.87, -59.19, -0.06, -0.19, 0.00
21300, -0.19, 0.03, 10.11, -40.50, 5.87, -59.56, 0.06, 0.06, 0.06
21400, -0.22, 0.03, 10.09, -38.31, 7.69, -59.56, 0.06, 0.00, 0.06
21500, -0.19, 0.04, 10.07, -37.56, 5.12, -59.19, 0.00, 0.19, 0.00
21600, -0.18, 0.03, 10.10, -36.81, 5.50, -58.81, 0.00, -0.06, 0.06
21700, -0.18, 0.06, 10.10, -37.94, 5.50, -59.19, -0.06, 0.00, 0.06
